sign;dac;adc;vol;res
1;0;7;-0.0;652579.38
1;8;6;-0.01;652579.38
1;16;6;-0.02;652579.38
1;24;7;-0.029;652579.38
1;32;6;-0.039;652579.38
1;40;6;-0.049;652579.38
1;48;6;-0.059;652579.38
1;56;6;-0.068;652579.38
1;64;6;-0.078;652579.38
1;72;5;-0.088;652579.38
1;80;6;-0.098;652579.38
1;88;6;-0.107;652579.38
1;96;7;-0.117;652579.38
1;104;7;-0.127;652579.38
1;112;7;-0.137;652579.38
1;120;6;-0.147;652579.38
1;128;6;-0.156;652579.38
1;136;6;-0.166;652579.38
1;144;6;-0.176;652579.38
1;152;6;-0.186;652579.38
1;160;6;-0.195;652579.38
1;168;5;-0.205;652579.38
1;176;6;-0.215;652579.38
1;184;7;-0.225;652579.38
1;192;6;-0.234;652579.38
1;200;7;-0.244;652579.38
1;208;6;-0.254;652579.38
1;216;7;-0.264;652579.38
1;224;6;-0.274;652579.38
1;232;6;-0.283;652579.38
1;240;6;-0.293;652579.38
1;248;6;-0.303;652579.38
1;256;4;-0.313;652579.38
1;264;6;-0.322;652579.38
1;272;6;-0.332;652579.38
1;280;7;-0.342;652579.38
1;288;7;-0.352;652579.38
1;296;6;-0.361;652579.38
1;304;6;-0.371;652579.38
1;312;6;-0.381;652579.38
1;320;6;-0.391;652579.38
1;328;5;-0.4;652579.38
1;336;6;-0.41;652579.38
1;344;4;-0.42;652579.38
1;352;5;-0.43;652579.38
1;360;6;-0.44;652579.38
1;368;6;-0.449;652579.38
1;376;6;-0.459;652579.38
1;384;7;-0.469;652579.38
1;392;7;-0.479;652579.38
1;400;6;-0.488;652579.38
1;408;6;-0.498;652579.38
1;416;6;-0.508;652579.38
1;424;6;-0.518;652579.38
1;432;5;-0.527;652579.38
1;440;5;-0.537;652579.38
1;448;7;-0.547;652579.38
1;456;7;-0.557;652579.38
1;464;6;-0.567;652579.38
1;472;7;-0.576;652579.38
1;480;6;-0.586;652579.38
1;488;7;-0.596;652579.38
1;496;7;-0.606;652579.38
1;504;6;-0.615;652579.38
1;512;6;-0.625;652579.38
1;520;5;-0.635;652579.38
1;528;6;-0.645;652579.38
1;536;5;-0.654;652579.38
1;544;6;-0.664;652579.38
1;552;6;-0.674;652579.38
1;560;8;-0.684;652579.38
1;568;6;-0.694;652579.38
1;576;7;-0.703;652579.38
1;584;6;-0.713;652579.38
1;592;6;-0.723;652579.38
1;600;6;-0.733;652579.38
1;608;7;-0.742;652579.38
1;616;6;-0.752;652579.38
1;624;7;-0.762;652579.38
1;632;6;-0.772;652579.38
1;640;6;-0.781;652579.38
1;648;7;-0.791;652579.38
1;656;6;-0.801;652579.38
1;664;6;-0.811;652579.38
1;672;6;-0.821;652579.38
1;680;6;-0.83;652579.38
1;688;6;-0.84;652579.38
