sign;dac;adc;vol;res
1;0;6;-0.0;652579.38
1;8;5;-0.01;652579.38
1;16;6;-0.02;652579.38
1;24;5;-0.029;652579.38
1;32;6;-0.039;652579.38
1;40;6;-0.049;652579.38
1;48;7;-0.059;652579.38
1;56;6;-0.068;652579.38
1;64;6;-0.078;652579.38
1;72;6;-0.088;652579.38
1;80;6;-0.098;652579.38
1;88;6;-0.107;652579.38
1;96;5;-0.117;652579.38
1;104;6;-0.127;652579.38
1;112;6;-0.137;652579.38
1;120;7;-0.147;652579.38
1;128;7;-0.156;652579.38
1;136;7;-0.166;652579.38
1;144;5;-0.176;652579.38
1;152;7;-0.186;652579.38
1;160;7;-0.195;652579.38
1;168;7;-0.205;652579.38
1;176;6;-0.215;652579.38
1;184;7;-0.225;652579.38
1;192;6;-0.234;652579.38
1;200;6;-0.244;652579.38
1;208;6;-0.254;652579.38
1;216;6;-0.264;652579.38
1;224;7;-0.274;652579.38
1;232;7;-0.283;652579.38
1;240;6;-0.293;652579.38
1;248;6;-0.303;652579.38
1;256;6;-0.313;652579.38
1;264;7;-0.322;652579.38
1;272;7;-0.332;652579.38
1;280;5;-0.342;652579.38
1;288;6;-0.352;652579.38
1;296;4;-0.361;652579.38
1;304;7;-0.371;652579.38
1;312;5;-0.381;652579.38
1;320;7;-0.391;652579.38
1;328;6;-0.4;652579.38
1;336;7;-0.41;652579.38
1;344;7;-0.42;652579.38
1;352;7;-0.43;652579.38
1;360;7;-0.44;652579.38
1;368;7;-0.449;652579.38
1;376;6;-0.459;652579.38
1;384;7;-0.469;652579.38
1;392;5;-0.479;652579.38
1;400;7;-0.488;652579.38
1;408;8;-0.498;652579.38
1;416;6;-0.508;652579.38
1;424;7;-0.518;652579.38
1;432;6;-0.527;652579.38
1;440;7;-0.537;652579.38
1;448;7;-0.547;652579.38
1;456;7;-0.557;652579.38
1;464;7;-0.567;652579.38
1;472;7;-0.576;652579.38
1;480;5;-0.586;652579.38
1;488;7;-0.596;652579.38
1;496;7;-0.606;652579.38
1;504;8;-0.615;652579.38
1;512;7;-0.625;652579.38
1;520;6;-0.635;652579.38
1;528;7;-0.645;652579.38
1;536;6;-0.654;652579.38
1;544;7;-0.664;652579.38
1;552;6;-0.674;652579.38
1;560;6;-0.684;652579.38
1;568;6;-0.694;652579.38
1;576;5;-0.703;652579.38
1;584;7;-0.713;652579.38
1;592;8;-0.723;652579.38
1;600;7;-0.733;652579.38
1;608;7;-0.742;652579.38
1;616;7;-0.752;652579.38
