sign;dac;adc;vol;res
1;0;7;-0.0;652579.38
1;8;6;-0.01;652579.38
1;16;6;-0.02;652579.38
1;24;6;-0.029;652579.38
1;32;6;-0.039;652579.38
1;40;6;-0.049;652579.38
1;48;6;-0.059;652579.38
1;56;5;-0.068;652579.38
1;64;6;-0.078;652579.38
1;72;7;-0.088;652579.38
1;80;7;-0.098;652579.38
1;88;7;-0.107;652579.38
1;96;7;-0.117;652579.38
1;104;7;-0.127;652579.38
1;112;7;-0.137;652579.38
1;120;7;-0.147;652579.38
1;128;6;-0.156;652579.38
1;136;6;-0.166;652579.38
1;144;6;-0.176;652579.38
1;152;6;-0.186;652579.38
1;160;7;-0.195;652579.38
1;168;7;-0.205;652579.38
1;176;7;-0.215;652579.38
1;184;7;-0.225;652579.38
1;192;7;-0.234;652579.38
1;200;7;-0.244;652579.38
1;208;7;-0.254;652579.38
1;216;7;-0.264;652579.38
1;224;7;-0.274;652579.38
1;232;6;-0.283;652579.38
1;240;7;-0.293;652579.38
1;248;6;-0.303;652579.38
1;256;7;-0.313;652579.38
1;264;7;-0.322;652579.38
1;272;8;-0.332;652579.38
1;280;7;-0.342;652579.38
1;288;8;-0.352;652579.38
1;296;7;-0.361;652579.38
1;304;7;-0.371;652579.38
1;312;7;-0.381;652579.38
1;320;7;-0.391;652579.38
1;328;7;-0.4;652579.38
1;336;6;-0.41;652579.38
1;344;7;-0.42;652579.38
1;352;8;-0.43;652579.38
1;360;8;-0.44;652579.38
1;368;7;-0.449;652579.38
1;376;7;-0.459;652579.38
1;384;7;-0.469;652579.38
1;392;7;-0.479;652579.38
1;400;7;-0.488;652579.38
1;408;7;-0.498;652579.38
1;416;8;-0.508;652579.38
1;424;7;-0.518;652579.38
1;432;7;-0.527;652579.38
1;440;8;-0.537;652579.38
1;448;8;-0.547;652579.38
1;456;8;-0.557;652579.38
1;464;8;-0.567;652579.38
1;472;8;-0.576;652579.38
1;480;8;-0.586;652579.38
1;488;8;-0.596;652579.38
1;496;7;-0.606;652579.38
1;504;7;-0.615;652579.38
1;512;7;-0.625;652579.38
1;520;7;-0.635;652579.38
1;528;8;-0.645;652579.38
1;536;8;-0.654;652579.38
1;544;9;-0.664;652579.38
1;552;8;-0.674;652579.38
1;560;8;-0.684;652579.38
1;568;9;-0.694;652579.38
1;576;8;-0.703;652579.38
1;584;8;-0.713;652579.38
1;592;8;-0.723;652579.38
1;600;7;-0.733;652579.38
1;608;7;-0.742;652579.38
1;616;8;-0.752;652579.38
1;624;9;-0.762;652579.38
1;632;9;-0.772;652579.38
1;640;9;-0.781;652579.38
1;648;9;-0.791;652579.38
1;656;8;-0.801;652579.38
1;664;9;-0.811;652579.38
1;672;9;-0.821;652579.38
1;680;9;-0.83;652579.38
1;688;8;-0.84;652579.38
